DS1 - mt_genome_CM029732 - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
JARVIS2_SH	16467	10240	4.974	0.000	0.001	0.000	0.004	0	121
JARVIS2_SH	16467	10240	4.974	0.000	0.001	0.000	0.004	0	122
JARVIS2_SH	16467	10240	4.974	0.000	0.001	0.000	0.004	0	123
JARVIS3_SH	16467	10240	4.974	0.000	0.050	0.000	0.004	0	123
JARVIS3_SH	16467	10240	4.974	0.000	0.046	0.000	0.004	0	124
JARVIS3_SH	16467	10240	4.974	0.000	0.058	0.000	0.004	0	125
JARVIS3_SH	16467	10240	4.974	0.000	0.047	0.000	0.004	0	126
JARVIS3_SH	16467	10240	4.974	0.000	0.054	0.000	0.004	0	127
JARVIS3_SH	16467	10240	4.974	0.000	0.099	0.000	0.004	0	128
JARVIS3_SH	16467	10240	4.974	1.000	0.171	0.000	0.004	0	129
JARVIS3_SH	16467	10240	4.974	1.000	0.304	0.000	0.004	0	130
LZMA	16467	4690	2.278	0.000	0.003	0.000	0.002	0	131
BZIP2	16467	4507	2.189	0.000	0.002	0.000	0.002	0	132
BSC-m03	16467	4079	1.981	0.000	0.005	0.000	0.004	0	133
BSC-m03	16467	4079	1.981	0.000	0.005	0.000	0.004	0	134
BSC-m03	16467	4079	1.981	0.000	0.005	0.000	0.004	0	135
MFC	16471	4237	2.057	0.000	0.103	0.000	0.102	0	136
MFC	16471	4126	2.004	0.000	0.103	0.000	0.102	0	137
MFC	16471	4175	2.027	0.000	0.178	0.000	0.177	0	138
DMcompress	16471	4081	1.982	0.000	0.120	0.000	0.119	1	139
DS3 - COVID_sequence - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	29903	7505	2.007	0.000	0.094	0.000	0.094	0	142
GeCo2	29903	7277	1.946	0.000	0.158	0.000	0.158	0	143
GeCo2	29903	7277	1.946	0.000	0.204	0.000	0.204	0	144
GeCo2	29903	7279	1.947	5.000	1.784	5.000	1.783	0	145
GeCo2	29903	7279	1.947	0.000	0.002	5.000	1.783	0	146
GeCo3	29903	7279	1.947	0.000	0.002	0.000	0.002	0	147
GeCo3	29903	7279	1.947	0.000	0.002	0.000	0.002	0	148
GeCo3	29903	7279	1.947	0.000	0.002	0.000	0.002	0	149
GeCo3	29903	7279	1.947	0.000	0.002	0.000	0.002	0	150
GeCo3	29903	7279	1.947	0.000	0.002	0.000	0.002	0	151
GeCo3	29903	7279	1.947	0.000	0.002	0.000	0.002	0	152
GeCo3	29903	7279	1.947	0.000	0.002	0.000	0.002	0	153
GeCo3	29903	7279	1.947	0.000	0.002	0.000	0.002	0	154
JARVIS1	29903	7264	1.943	0.000	0.106	0.000	0.106	0	155
JARVIS1	29903	7430	1.987	0.000	0.106	0.000	0.106	0	156
JARVIS1	29903	7542	2.017	0.000	0.110	0.000	0.110	0	157
JARVIS1	29903	7512	2.009	1.000	0.516	1.000	0.516	0	158
JARVIS1	29903	7486	2.002	1.000	0.456	1.000	0.456	0	159
JARVIS1	29903	7326	1.959	0.000	0.105	0.000	0.105	0	160
NAF	30279	7433	1.963	0.000	0.002	0.000	0.001	1	161
NAF	30279	7517	1.986	0.000	0.017	0.000	0.001	1	162
NAF	30279	7516	1.985	0.000	0.061	0.000	0.001	1	163
NAF	30279	7517	1.986	0.000	0.315	0.000	0.001	1	164
NAF	30279	7453	1.969	1.000	0.786	0.000	0.001	1	165
NAF	30279	7453	1.969	4.000	3.169	0.000	0.001	1	166
PAQ8	29903	7256	1.941	0.000	0.038	0.000	0.038	0	172
JARVIS2_BIN	29903	7383	1.975	0.000	0.131	0.000	0.131	0	173
JARVIS2_BIN	29903	7278	1.947	0.000	0.131	0.000	0.131	0	174
JARVIS2_BIN	29903	7316	1.957	0.000	0.287	0.000	0.286	0	175
JARVIS2_BIN	29903	7327	1.960	0.000	0.312	0.000	0.312	0	176
JARVIS2_BIN	29903	7306	1.954	0.000	0.286	0.000	0.286	0	177
JARVIS2_BIN	29903	7301	1.953	0.000	0.214	0.000	0.214	0	178
JARVIS2_BIN	29903	7300	1.952	0.000	0.131	0.000	0.131	0	179
JARVIS2_BIN	29903	7326	1.959	0.000	0.214	0.000	0.214	0	180
JARVIS2_BIN	29903	7347	1.965	1.000	0.362	1.000	0.362	0	181
JARVIS2_BIN	29903	7333	1.961	0.000	0.214	0.000	0.214	0	182
JARVIS3_BIN	29903	7527	2.013	0.000	0.073	0.000	0.073	0	183
JARVIS3_BIN	29903	7521	2.012	0.000	0.101	0.000	0.100	0	184
JARVIS3_BIN	29903	7291	1.950	0.000	0.073	0.000	0.073	0	185
JARVIS3_BIN	29903	7332	1.961	0.000	0.090	0.000	0.090	0	186
JARVIS3_BIN	29903	7378	1.973	0.000	0.163	0.000	0.163	0	187
JARVIS3_BIN	29903	7477	2.000	1.000	0.260	1.000	0.260	0	188
JARVIS3_BIN	29903	7493	2.004	2.000	0.514	2.000	0.514	0	189
JARVIS2_SH	29903	10240	2.739	0.000	0.001	0.000	0.007	0	191
JARVIS2_SH	29903	10240	2.739	0.000	0.001	0.000	0.007	0	192
JARVIS2_SH	29903	10240	2.739	0.000	0.001	0.000	0.007	0	193
JARVIS2_SH	29903	10240	2.739	0.000	0.001	0.000	0.007	0	194
JARVIS3_SH	29903	10240	2.739	0.000	0.080	0.000	0.004	0	194
JARVIS3_SH	29903	10240	2.739	0.000	0.073	0.000	0.004	0	195
JARVIS3_SH	29903	10240	2.739	0.000	0.101	0.000	0.004	0	196
JARVIS3_SH	29903	10240	2.739	0.000	0.073	0.000	0.004	0	197
JARVIS3_SH	29903	10240	2.739	0.000	0.090	0.000	0.004	0	198
JARVIS3_SH	29903	10240	2.739	0.000	0.163	0.000	0.004	0	199
JARVIS3_SH	29903	10240	2.739	1.000	0.260	0.000	0.004	0	200
JARVIS3_SH	29903	10240	2.739	2.000	0.514	0.000	0.004	0	201
LZMA	29903	8364	2.237	0.000	0.003	0.000	0.002	0	202
BZIP2	29903	8158	2.182	0.000	0.002	0.000	0.002	0	203
BSC-m03	29903	7409	1.982	0.000	0.005	0.000	0.005	0	204
BSC-m03	29903	7409	1.982	0.000	0.005	0.000	0.005	0	205
BSC-m03	29903	7409	1.982	0.000	0.005	0.000	0.005	0	206
MFC	29907	7610	2.035	0.000	0.159	0.000	0.158	0	207
MFC	29907	7441	1.990	0.000	0.159	0.000	0.158	0	208
MFC	29907	7519	2.011	0.000	0.296	0.000	0.295	0	209
DMcompress	29907	7351	1.966	0.000	0.205	0.000	0.204	0	210
DS4 - RL0057_chloroplast - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	135455	33800	1.996	0.000	0.269	0.000	0.269	0	355
GeCo2	135455	27830	1.643	0.000	0.339	0.000	0.339	0	356
GeCo2	135455	27827	1.643	1.000	0.594	1.000	0.593	0	357
GeCo2	135455	27832	1.643	5.000	1.784	5.000	1.784	0	358
GeCo2	135455	27832	1.643	0.000	0.002	5.000	1.784	0	359
GeCo3	135455	27832	1.643	0.000	0.002	0.000	0.002	0	360
GeCo3	135455	27832	1.643	0.000	0.002	0.000	0.002	0	361
GeCo3	135455	27832	1.643	0.000	0.002	0.000	0.002	0	362
GeCo3	135455	27832	1.643	0.000	0.002	0.000	0.002	0	363
GeCo3	135455	27832	1.643	0.000	0.002	0.000	0.002	0	364
GeCo3	135455	27832	1.643	0.000	0.002	0.000	0.002	0	365
GeCo3	135455	27832	1.643	0.000	0.002	0.000	0.002	0	366
GeCo3	135455	27832	1.643	0.000	0.002	0.000	0.002	0	367
JARVIS1	135455	27717	1.636	0.000	0.178	0.000	0.177	0	368
JARVIS1	135455	28029	1.655	0.000	0.178	0.000	0.177	0	369
JARVIS1	135455	28435	1.679	1.000	0.182	1.000	0.182	0	370
JARVIS1	135455	28291	1.670	6.000	1.061	6.000	1.061	0	371
JARVIS1	135455	28254	1.668	5.000	0.948	5.000	0.948	0	372
JARVIS1	135455	27720	1.637	2.000	0.180	2.000	0.180	0	373
NAF	137151	33727	1.967	0.000	0.003	0.000	0.001	1	374
NAF	137151	34512	2.013	0.000	0.017	0.000	0.001	1	375
NAF	137151	34494	2.012	0.000	0.061	0.000	0.001	1	376
NAF	137151	34495	2.012	0.000	0.315	0.000	0.001	1	377
NAF	137151	33700	1.965	1.000	0.786	0.000	0.001	1	378
NAF	137151	33700	1.965	4.000	3.170	0.000	0.001	1	379
PAQ8	135455	32544	1.922	3.000	0.038	3.000	0.038	0	385
JARVIS2_BIN	135455	32885	1.942	1.000	0.195	1.000	0.195	0	386
JARVIS2_BIN	135455	27846	1.644	2.000	0.195	2.000	0.195	0	387
JARVIS2_BIN	135455	27872	1.646	7.000	0.532	6.000	0.532	0	388
JARVIS2_BIN	135455	27875	1.646	5.000	0.563	5.000	0.563	0	389
JARVIS2_BIN	135455	27827	1.643	2.000	0.532	2.000	0.532	0	390
JARVIS2_BIN	135455	27838	1.644	3.000	0.315	3.000	0.315	0	391
JARVIS2_BIN	135455	27977	1.652	1.000	0.195	1.000	0.195	0	392
JARVIS2_BIN	135455	27957	1.651	4.000	0.316	4.000	0.316	0	393
JARVIS2_BIN	135455	28171	1.663	7.000	0.819	7.000	0.818	0	394
JARVIS2_BIN	135455	28151	1.662	3.000	0.315	3.000	0.315	0	395
JARVIS3_BIN	135455	28806	1.701	0.000	0.156	0.000	0.156	0	396
JARVIS3_BIN	135455	28751	1.698	0.000	0.315	0.000	0.315	0	397
JARVIS3_BIN	135455	27757	1.639	0.000	0.156	0.000	0.156	0	398
JARVIS3_BIN	135455	27773	1.640	0.000	0.238	0.000	0.237	0	399
JARVIS3_BIN	135455	28099	1.659	1.000	0.399	1.000	0.398	0	400
JARVIS3_BIN	135455	27874	1.646	7.000	0.612	7.000	0.612	0	401
JARVIS3_BIN	135455	27870	1.646	10.000	1.535	10.000	1.534	0	402
JARVIS3_SH	135455	30720	1.814	0.000	0.187	0.000	0.004	0	407
JARVIS3_SH	135455	30720	1.814	0.000	0.156	0.000	0.004	0	408
JARVIS3_SH	135455	30720	1.814	0.000	0.315	0.000	0.004	0	409
JARVIS3_SH	135455	30720	1.814	0.000	0.156	0.000	0.004	0	410
JARVIS3_SH	135455	30720	1.814	0.000	0.238	0.000	0.004	0	411
JARVIS3_SH	135455	30720	1.814	1.000	0.399	0.000	0.004	0	412
JARVIS3_SH	135455	30720	1.814	7.000	0.612	0.000	0.004	0	413
JARVIS3_SH	135455	30720	1.814	10.000	1.535	0.000	0.004	0	414
LZMA	135455	36520	2.156	0.000	0.004	0.000	0.002	0	415
BZIP2	135455	37002	2.185	0.000	0.002	0.000	0.002	0	416
BSC-m03	135455	33274	1.965	0.000	0.006	0.000	0.006	0	417
BSC-m03	135455	33274	1.965	0.000	0.006	0.000	0.006	0	418
BSC-m03	135455	33274	1.965	0.000	0.006	0.000	0.006	0	419
MFC	135459	28849	1.703	0.000	0.339	0.000	0.338	0	420
MFC	135459	28127	1.661	0.000	0.340	0.000	0.339	0	421
MFC	135459	28238	1.667	1.000	0.793	1.000	0.792	0	422
DMcompress	135459	28116	1.660	1.000	0.594	1.000	0.593	0	423
DS5 - RL1087_chloroplast - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	137970	34420	1.995	0.000	0.272	0.000	0.271	0	426
GeCo2	137970	28177	1.633	0.000	0.340	0.000	0.340	0	427
GeCo2	137970	28179	1.633	1.000	0.598	1.000	0.598	0	428
GeCo2	137970	28173	1.633	5.000	1.784	5.000	1.784	0	429
GeCo2	137970	28173	1.633	0.000	0.002	5.000	1.784	0	430
GeCo3	137970	28173	1.633	0.000	0.002	0.000	0.002	0	431
GeCo3	137970	28173	1.633	0.000	0.002	0.000	0.002	0	432
GeCo3	137970	28173	1.633	0.000	0.002	0.000	0.002	0	433
GeCo3	137970	28173	1.633	0.000	0.002	0.000	0.002	0	434
GeCo3	137970	28173	1.633	0.000	0.002	0.000	0.002	0	435
GeCo3	137970	28173	1.633	0.000	0.002	0.000	0.002	0	436
GeCo3	137970	28173	1.633	0.000	0.002	0.000	0.002	0	437
GeCo3	137970	28173	1.633	0.000	0.002	0.000	0.002	0	438
JARVIS1	137970	28036	1.625	0.000	0.178	0.000	0.178	0	439
JARVIS1	137970	28380	1.645	0.000	0.178	0.000	0.178	0	440
JARVIS1	137970	28792	1.669	1.000	0.183	1.000	0.183	0	441
JARVIS1	137970	28624	1.659	5.000	1.067	5.000	1.067	0	442
JARVIS1	137970	28614	1.659	5.000	0.954	5.000	0.954	0	443
JARVIS1	137970	28059	1.626	2.000	0.182	2.000	0.182	0	444
NAF	139697	34077	1.951	0.000	0.003	0.000	0.001	1	445
NAF	139697	34923	1.999	0.000	0.017	0.000	0.001	1	446
NAF	139697	34903	1.998	0.000	0.061	0.000	0.001	1	447
NAF	139697	34904	1.998	0.000	0.315	0.000	0.001	1	448
NAF	139697	34071	1.951	1.000	0.786	0.000	0.001	1	449
NAF	139697	34071	1.951	4.000	3.170	0.000	0.001	1	450
PAQ8	137970	33132	1.921	3.000	0.038	3.000	0.038	0	456
JARVIS2_BIN	137970	33468	1.940	1.000	0.196	1.000	0.196	0	457
JARVIS2_BIN	137970	28185	1.634	2.000	0.196	2.000	0.196	0	458
JARVIS2_BIN	137970	28209	1.635	6.000	0.534	6.000	0.534	0	459
JARVIS2_BIN	137970	28209	1.635	5.000	0.565	5.000	0.565	0	460
JARVIS2_BIN	137970	28157	1.632	2.000	0.533	2.000	0.533	0	461
JARVIS2_BIN	137970	28171	1.633	3.000	0.316	3.000	0.316	0	462
JARVIS2_BIN	137970	28298	1.640	1.000	0.195	1.000	0.195	0	463
JARVIS2_BIN	137970	28296	1.640	4.000	0.316	5.000	0.316	0	464
JARVIS2_BIN	137970	28512	1.653	7.000	0.823	7.000	0.823	0	465
JARVIS2_BIN	137970	28495	1.652	3.000	0.316	3.000	0.316	0	466
JARVIS3_BIN	137970	29164	1.691	0.000	0.157	0.000	0.157	0	467
JARVIS3_BIN	137970	29108	1.687	0.000	0.318	0.000	0.318	0	468
JARVIS3_BIN	137970	28101	1.629	0.000	0.157	0.000	0.157	0	469
JARVIS3_BIN	137970	28087	1.628	0.000	0.240	0.000	0.239	0	470
JARVIS3_BIN	137970	28437	1.648	1.000	0.401	1.000	0.401	0	471
JARVIS3_BIN	137970	28197	1.634	7.000	0.617	7.000	0.616	0	472
JARVIS3_BIN	137970	28202	1.635	11.000	1.550	11.000	1.550	0	473
JARVIS3_SH	137970	30720	1.781	0.000	0.188	0.000	0.004	0	478
JARVIS3_SH	137970	30720	1.781	0.000	0.157	0.000	0.004	0	479
JARVIS3_SH	137970	30720	1.781	0.000	0.319	0.000	0.004	0	480
JARVIS3_SH	137970	30720	1.781	0.000	0.157	0.000	0.004	0	481
JARVIS3_SH	137970	30720	1.781	0.000	0.240	0.000	0.004	0	482
JARVIS3_SH	137970	30720	1.781	1.000	0.401	0.000	0.004	0	483
JARVIS3_SH	137970	30720	1.781	7.000	0.617	0.000	0.004	0	484
JARVIS3_SH	137970	30720	1.781	11.000	1.550	0.000	0.004	0	485
LZMA	137970	37227	2.158	0.000	0.004	0.000	0.002	0	486
BZIP2	137970	37628	2.181	0.000	0.003	0.000	0.002	0	487
BSC-m03	137970	33880	1.964	0.000	0.007	0.000	0.006	0	488
BSC-m03	137970	33880	1.964	0.000	0.006	0.000	0.006	0	489
BSC-m03	137970	33880	1.964	0.000	0.007	0.000	0.006	0	490
MFC	137974	29203	1.693	0.000	0.341	0.000	0.340	0	491
MFC	137974	28488	1.651	0.000	0.341	0.000	0.340	0	492
MFC	137974	28601	1.658	1.000	0.799	1.000	0.798	0	493
DMcompress	137974	28449	1.649	1.000	0.599	1.000	0.598	0	494
DS6 - RL1067_chloroplast - xs 
PROGRAM	BYTES	C_BYTES	BPS	C_TIME (s)	C_MEM (GB)	D_TIME (s)	D_MEM (GB)	DIFF	RUN
GeCo2	153732	38347	1.995	0.000	0.277	0.000	0.277	0	497
GeCo2	153732	30630	1.593	0.000	0.339	0.000	0.339	0	498
GeCo2	153732	30607	1.592	1.000	0.612	1.000	0.612	0	499
GeCo2	153732	30620	1.593	5.000	1.784	5.000	1.784	0	500
GeCo2	153732	30620	1.593	0.000	0.002	5.000	1.784	0	501
GeCo3	153732	30620	1.593	0.000	0.002	0.000	0.002	0	502
GeCo3	153732	30620	1.593	0.000	0.002	0.000	0.002	0	503
GeCo3	153732	30620	1.593	0.000	0.002	0.000	0.002	0	504
GeCo3	153732	30620	1.593	0.000	0.002	0.000	0.002	0	505
GeCo3	153732	30620	1.593	0.000	0.002	0.000	0.002	0	506
GeCo3	153732	30620	1.593	0.000	0.002	0.000	0.002	0	507
GeCo3	153732	30620	1.593	0.000	0.002	0.000	0.002	0	508
GeCo3	153732	30620	1.593	0.000	0.002	0.000	0.002	0	509
JARVIS1	153732	30566	1.590	0.000	0.178	0.000	0.177	0	510
JARVIS1	153732	30846	1.605	0.000	0.178	0.000	0.178	0	511
JARVIS1	153732	31323	1.630	1.000	0.184	1.000	0.184	0	512
JARVIS1	153732	31141	1.620	6.000	1.084	6.000	1.084	0	513
JARVIS1	153732	31102	1.618	5.000	0.971	5.000	0.971	0	514
JARVIS1	153732	30486	1.586	2.000	0.182	2.000	0.182	0	515
NAF	155656	37697	1.937	0.000	0.003	0.000	0.001	1	516
NAF	155656	38816	1.994	0.000	0.017	0.000	0.001	1	517
NAF	155656	38768	1.992	0.000	0.061	0.000	0.001	1	518
NAF	155656	38766	1.992	0.000	0.315	0.000	0.001	1	519
NAF	155656	37611	1.933	1.000	0.786	0.000	0.001	1	520
NAF	155656	37611	1.933	4.000	3.170	0.000	0.001	1	521
PAQ8	153732	36509	1.899	4.000	0.038	4.000	0.038	0	527
JARVIS2_BIN	153732	37016	1.926	1.000	0.197	1.000	0.197	0	528
JARVIS2_BIN	153732	30587	1.591	2.000	0.198	2.000	0.197	0	529
JARVIS2_BIN	153732	30577	1.591	8.000	0.534	8.000	0.534	0	530
JARVIS2_BIN	153732	30579	1.591	6.000	0.566	6.000	0.565	0	531
JARVIS2_BIN	153732	30531	1.588	2.000	0.534	2.000	0.534	0	532
JARVIS2_BIN	153732	30536	1.589	4.000	0.317	4.000	0.317	0	533
JARVIS2_BIN	153732	30758	1.600	1.000	0.197	1.000	0.197	0	534
JARVIS2_BIN	153732	30696	1.597	5.000	0.317	5.000	0.317	0	535
JARVIS2_BIN	153732	30944	1.610	8.000	0.839	8.000	0.839	0	536
JARVIS2_BIN	153732	30938	1.609	3.000	0.317	3.000	0.317	0	537
JARVIS3_BIN	153732	32050	1.667	0.000	0.157	0.000	0.157	0	538
JARVIS3_BIN	153732	32016	1.666	0.000	0.328	0.000	0.328	0	539
JARVIS3_BIN	153732	30586	1.591	0.000	0.157	0.000	0.157	0	540
JARVIS3_BIN	153732	30564	1.590	0.000	0.243	0.000	0.243	0	541
